Site,Logger,Date_Time,Temp
Whalebone,WB_1a,1-12-10 4:30,16.796
Whalebone,WB_1a,1-12-10 5:00,16.844
Whalebone,WB_1a,1-12-10 5:30,16.915
Whalebone,WB_1a,1-12-10 6:00,17.011
Whalebone,WB_1a,1-12-10 6:30,16.987
Whalebone,WB_1a,1-12-10 7:00,17.034
Whalebone,WB_1a,1-12-10 7:30,17.058
Whalebone,WB_1a,1-12-10 8:00,17.058
Whalebone,WB_1a,1-12-10 8:30,17.011
Whalebone,WB_1a,1-12-10 9:00,17.082
Whalebone,WB_1a,1-12-10 9:30,17.034
Whalebone,WB_1a,1-12-10 10:00,16.963
Whalebone,WB_1a,1-12-10 10:30,17.011
Whalebone,WB_1a,1-12-10 11:00,17.082
Whalebone,WB_1a,1-12-10 11:30,17.082
Whalebone,WB_1a,1-12-10 12:00,17.225
Whalebone,WB_1a,1-12-10 12:30,17.296
Whalebone,WB_1a,1-12-10 13:00,17.32
Whalebone,WB_1a,1-12-10 13:30,17.344
Whalebone,WB_1a,1-12-10 14:00,17.51
Whalebone,WB_1a,1-12-10 14:30,17.344
Whalebone,WB_1a,1-12-10 15:00,17.272
Whalebone,WB_1a,1-12-10 15:30,17.296
Whalebone,WB_1a,1-12-10 16:00,17.439
Whalebone,WB_1a,1-12-10 16:30,17.415
Whalebone,WB_1a,1-12-10 17:00,17.368
Whalebone,WB_1a,1-12-10 17:30,17.32
Whalebone,WB_1a,1-12-10 18:00,17.201
Whalebone,WB_1a,1-12-10 18:30,17.249
Whalebone,WB_1a,1-12-10 19:00,17.177
Whalebone,WB_1a,1-12-10 19:30,17.13
Whalebone,WB_1a,1-12-10 20:00,17.106
Whalebone,WB_1a,1-12-10 20:30,17.13
Whalebone,WB_1a,1-12-10 21:00,17.058
Whalebone,WB_1a,1-12-10 21:30,16.963
Whalebone,WB_1a,1-12-10 22:00,16.915
Whalebone,WB_1a,1-12-10 22:30,16.868
Whalebone,WB_1a,1-12-10 23:00,16.844
Whalebone,WB_1a,1-12-10 23:30,16.82
Whalebone,WB_1a,1-13-10 0:00,16.868
Whalebone,WB_1a,1-13-10 0:30,16.844
Whalebone,WB_1a,1-13-10 1:00,16.773
Whalebone,WB_1a,1-13-10 1:30,16.654
Whalebone,WB_1a,1-13-10 2:00,16.677
Whalebone,WB_1a,1-13-10 2:30,16.677
Whalebone,WB_1a,1-13-10 3:00,16.582
Whalebone,WB_1a,1-13-10 3:30,16.582
Whalebone,WB_1a,1-13-10 4:00,16.534
Whalebone,WB_1a,1-13-10 4:30,16.463
Whalebone,WB_1a,1-13-10 5:00,16.534
Whalebone,WB_1a,1-13-10 5:30,16.487
Whalebone,WB_1a,1-13-10 6:00,16.558
Whalebone,WB_1a,1-13-10 6:30,16.487
Whalebone,WB_1a,1-13-10 7:00,16.487
Whalebone,WB_1a,1-13-10 7:30,16.415
Whalebone,WB_1a,1-13-10 8:00,16.392
Whalebone,WB_1a,1-13-10 8:30,16.368
Whalebone,WB_1a,1-13-10 9:00,16.368
Whalebone,WB_1a,1-13-10 9:30,16.415
Whalebone,WB_1a,1-13-10 10:00,16.582
Whalebone,WB_1a,1-13-10 10:30,16.439
Whalebone,WB_1a,1-13-10 11:00,16.487
Whalebone,WB_1a,1-13-10 11:30,16.439
Whalebone,WB_1a,1-13-10 12:00,16.463
Whalebone,WB_1a,1-13-10 12:30,16.463
Whalebone,WB_1a,1-13-10 13:00,16.487
Whalebone,WB_1a,1-13-10 13:30,16.558
Whalebone,WB_1a,1-13-10 14:00,16.534
Whalebone,WB_1a,1-13-10 14:30,16.582
Whalebone,WB_1a,1-13-10 15:00,16.63
Whalebone,WB_1a,1-13-10 15:30,16.606
Whalebone,WB_1a,1-13-10 16:00,16.582
Whalebone,WB_1a,1-13-10 16:30,16.558
Whalebone,WB_1a,1-13-10 17:00,16.558
Whalebone,WB_1a,1-13-10 17:30,16.582
Whalebone,WB_1a,1-13-10 18:00,16.558
Whalebone,WB_1a,1-13-10 18:30,16.558
Whalebone,WB_1a,1-13-10 19:00,16.487
Whalebone,WB_1a,1-13-10 19:30,16.487
Whalebone,WB_1a,1-13-10 20:00,16.463
Whalebone,WB_1a,1-13-10 20:30,16.415
Whalebone,WB_1a,1-13-10 21:00,16.415
Whalebone,WB_1a,1-13-10 21:30,16.392
Whalebone,WB_1a,1-13-10 22:00,16.392
Whalebone,WB_1a,1-13-10 22:30,16.368
Whalebone,WB_1a,1-13-10 23:00,16.32
Whalebone,WB_1a,1-13-10 23:30,16.296
Whalebone,WB_1a,1-14-10 0:00,16.32
Whalebone,WB_1a,1-14-10 0:30,16.272
Whalebone,WB_1a,1-14-10 1:00,16.272
Whalebone,WB_1a,1-14-10 1:30,16.249
Whalebone,WB_1a,1-14-10 2:00,16.201
Whalebone,WB_1a,1-14-10 2:30,16.201
Whalebone,WB_1a,1-14-10 3:00,16.177
Whalebone,WB_1a,1-14-10 3:30,16.153
Whalebone,WB_1a,1-14-10 4:00,16.153
Whalebone,WB_1a,1-14-10 4:30,16.129
Whalebone,WB_1a,1-14-10 5:00,16.106
Whalebone,WB_1a,1-14-10 5:30,16.106
Whalebone,WB_1a,1-14-10 6:00,16.034
Whalebone,WB_1a,1-14-10 6:30,16.01
Whalebone,WB_1a,1-14-10 7:00,16.034
Whalebone,WB_1a,1-14-10 7:30,16.106
Whalebone,WB_1a,1-14-10 8:00,16.153
Whalebone,WB_1a,1-14-10 8:30,16.153
Whalebone,WB_1a,1-14-10 9:00,16.249
Whalebone,WB_1a,1-14-10 9:30,16.296
Whalebone,WB_1a,1-14-10 10:00,16.129
Whalebone,WB_1a,1-14-10 10:30,16.153
Whalebone,WB_1a,1-14-10 11:00,16.249
Whalebone,WB_1a,1-14-10 11:30,16.32
Whalebone,WB_1a,1-14-10 12:00,16.296
Whalebone,WB_1a,1-14-10 12:30,16.487
Whalebone,WB_1a,1-14-10 13:00,16.63
Whalebone,WB_1a,1-14-10 13:30,16.63
Whalebone,WB_1a,1-14-10 14:00,16.487
Whalebone,WB_1a,1-14-10 14:30,16.534
Whalebone,WB_1a,1-14-10 15:00,16.606
Whalebone,WB_1a,1-14-10 15:30,16.677
Whalebone,WB_1a,1-14-10 16:00,16.701
Whalebone,WB_1a,1-14-10 16:30,16.725
Whalebone,WB_1a,1-14-10 17:00,16.725
Whalebone,WB_1a,1-14-10 17:30,16.725
Whalebone,WB_1a,1-14-10 18:00,16.749
Whalebone,WB_1a,1-14-10 18:30,16.773
Whalebone,WB_1a,1-14-10 19:00,16.749
Whalebone,WB_1a,1-14-10 19:30,16.82
Whalebone,WB_1a,1-14-10 20:00,16.915
Whalebone,WB_1a,1-14-10 20:30,16.963
Whalebone,WB_1a,1-14-10 21:00,16.963
Whalebone,WB_1a,1-14-10 21:30,17.011
Whalebone,WB_1a,1-14-10 22:00,17.034
Whalebone,WB_1a,1-14-10 22:30,17.082
Whalebone,WB_1a,1-14-10 23:00,17.106
Whalebone,WB_1a,1-14-10 23:30,17.082
Whalebone,WB_1a,1-15-10 0:00,17.058
Whalebone,WB_1a,1-15-10 0:30,17.058
Whalebone,WB_1a,1-15-10 1:00,17.106
Whalebone,WB_1a,1-15-10 1:30,17.13
Whalebone,WB_1a,1-15-10 2:00,17.13
Whalebone,WB_1a,1-15-10 2:30,17.106
Whalebone,WB_1a,1-15-10 3:00,17.106
Whalebone,WB_1a,1-15-10 3:30,17.106
Whalebone,WB_1a,1-15-10 4:00,17.106
Whalebone,WB_1a,1-15-10 4:30,17.13
Whalebone,WB_1a,1-15-10 5:00,17.153
Whalebone,WB_1a,1-15-10 5:30,17.177
Whalebone,WB_1a,1-15-10 6:00,17.201
Whalebone,WB_1a,1-15-10 6:30,17.225
Whalebone,WB_1a,1-15-10 7:00,17.225
Whalebone,WB_1a,1-15-10 7:30,17.225
Whalebone,WB_1a,1-15-10 8:00,17.249
Whalebone,WB_1a,1-15-10 8:30,17.296
Whalebone,WB_1a,1-15-10 9:00,17.32
Whalebone,WB_1a,1-15-10 9:30,17.344
Whalebone,WB_1a,1-15-10 10:00,17.368
Whalebone,WB_1a,1-15-10 10:30,17.391
Whalebone,WB_1a,1-15-10 11:00,17.391
Whalebone,WB_1a,1-15-10 11:30,17.415
Whalebone,WB_1a,1-15-10 12:00,17.558
Whalebone,WB_1a,1-15-10 12:30,17.701
Whalebone,WB_1a,1-15-10 13:00,17.843
Whalebone,WB_1a,1-15-10 13:30,17.986
Whalebone,WB_1a,1-15-10 14:00,18.247
Whalebone,WB_1a,1-15-10 14:30,18.176
Whalebone,WB_1a,1-15-10 15:00,18.2
Whalebone,WB_1a,1-15-10 15:30,18.271
Whalebone,WB_1a,1-15-10 16:00,18.247
Whalebone,WB_1a,1-15-10 16:30,18.152
Whalebone,WB_1a,1-15-10 17:00,18.129
Whalebone,WB_1a,1-15-10 17:30,18.057
Whalebone,WB_1a,1-15-10 18:00,17.962
Whalebone,WB_1a,1-15-10 18:30,18.057
Whalebone,WB_1a,1-15-10 19:00,18.105
Whalebone,WB_1a,1-15-10 19:30,17.915
Whalebone,WB_1a,1-15-10 20:00,17.915
Whalebone,WB_1a,1-15-10 20:30,17.962
Whalebone,WB_1a,1-15-10 21:00,17.915
Whalebone,WB_1a,1-15-10 21:30,17.915
Whalebone,WB_1a,1-15-10 22:00,17.915
Whalebone,WB_1a,1-15-10 22:30,17.819
Whalebone,WB_1a,1-15-10 23:00,17.843
Whalebone,WB_1a,1-15-10 23:30,17.843
Whalebone,WB_1a,1-16-10 0:00,17.915
Whalebone,WB_1a,1-16-10 0:30,17.986
Whalebone,WB_1a,1-16-10 1:00,17.986
Whalebone,WB_1a,1-16-10 1:30,17.962
Whalebone,WB_1a,1-16-10 2:00,17.938
Whalebone,WB_1a,1-16-10 2:30,17.915
Whalebone,WB_1a,1-16-10 3:00,17.891
Whalebone,WB_1a,1-16-10 3:30,17.891
Whalebone,WB_1a,1-16-10 4:00,17.867
Whalebone,WB_1a,1-16-10 4:30,17.843
Whalebone,WB_1a,1-16-10 5:00,17.819
Whalebone,WB_1a,1-16-10 5:30,17.843
Whalebone,WB_1a,1-16-10 6:00,17.796
Whalebone,WB_1a,1-16-10 6:30,17.772
Whalebone,WB_1a,1-16-10 7:00,17.772
Whalebone,WB_1a,1-16-10 7:30,17.772
Whalebone,WB_1a,1-16-10 8:00,17.748
Whalebone,WB_1a,1-16-10 8:30,17.772
Whalebone,WB_1a,1-16-10 9:00,17.796
Whalebone,WB_1a,1-16-10 9:30,17.843
Whalebone,WB_1a,1-16-10 10:00,17.915
Whalebone,WB_1a,1-16-10 10:30,17.938
Whalebone,WB_1a,1-16-10 11:00,18.01
Whalebone,WB_1a,1-16-10 11:30,18.057
Whalebone,WB_1a,1-16-10 12:00,18.129
Whalebone,WB_1a,1-16-10 12:30,18.176
Whalebone,WB_1a,1-16-10 13:00,18.247
Whalebone,WB_1a,1-16-10 13:30,18.295
Whalebone,WB_1a,1-16-10 14:00,18.295
Whalebone,WB_1a,1-16-10 14:30,18.295
Whalebone,WB_1a,1-16-10 15:00,18.295
Whalebone,WB_1a,1-16-10 15:30,18.366
Whalebone,WB_1a,1-16-10 16:00,18.39
Whalebone,WB_1a,1-16-10 16:30,18.366
Whalebone,WB_1a,1-16-10 17:00,18.366
Whalebone,WB_1a,1-16-10 17:30,18.319
Whalebone,WB_1a,1-16-10 18:00,18.295
Whalebone,WB_1a,1-16-10 18:30,18.295
Whalebone,WB_1a,1-16-10 19:00,18.295
Whalebone,WB_1a,1-16-10 19:30,18.247
Whalebone,WB_1a,1-16-10 20:00,18.247
Whalebone,WB_1a,1-16-10 20:30,18.224
Whalebone,WB_1a,1-16-10 21:00,18.247
Whalebone,WB_1a,1-16-10 21:30,18.247
Whalebone,WB_1a,1-16-10 22:00,18.247
Whalebone,WB_1a,1-16-10 22:30,18.224
Whalebone,WB_1a,1-16-10 23:00,18.2
Whalebone,WB_1a,1-16-10 23:30,18.2
Whalebone,WB_1a,1-17-10 0:00,18.2
Whalebone,WB_1a,1-17-10 0:30,18.2
Whalebone,WB_1a,1-17-10 1:00,18.2
Whalebone,WB_1a,1-17-10 1:30,18.2
Whalebone,WB_1a,1-17-10 2:00,18.2
Whalebone,WB_1a,1-17-10 2:30,18.2
Whalebone,WB_1a,1-17-10 3:00,18.176
Whalebone,WB_1a,1-17-10 3:30,18.152
Whalebone,WB_1a,1-17-10 4:00,18.105
Whalebone,WB_1a,1-17-10 4:30,18.081
Whalebone,WB_1a,1-17-10 5:00,18.057
Whalebone,WB_1a,1-17-10 5:30,18.057
Whalebone,WB_1a,1-17-10 6:00,18.081
Whalebone,WB_1a,1-17-10 6:30,18.081
Whalebone,WB_1a,1-17-10 7:00,18.105
Whalebone,WB_1a,1-17-10 7:30,18.105
Whalebone,WB_1a,1-17-10 8:00,18.129
Whalebone,WB_1a,1-17-10 8:30,18.152
Whalebone,WB_1a,1-17-10 9:00,18.176
Whalebone,WB_1a,1-17-10 9:30,18.224
Whalebone,WB_1a,1-17-10 10:00,18.271
Whalebone,WB_1a,1-17-10 10:30,18.271
Whalebone,WB_1a,1-17-10 11:00,18.271
Whalebone,WB_1a,1-17-10 11:30,18.271
Whalebone,WB_1a,1-17-10 12:00,18.295
Whalebone,WB_1a,1-17-10 12:30,18.224
Whalebone,WB_1a,1-17-10 13:00,18.271
Whalebone,WB_1a,1-17-10 13:30,18.247
Whalebone,WB_1a,1-17-10 14:00,18.224
Whalebone,WB_1a,1-17-10 14:30,18.152
Whalebone,WB_1a,1-17-10 15:00,18.176
Whalebone,WB_1a,1-17-10 15:30,18.129
Whalebone,WB_1a,1-17-10 16:00,18.129
Whalebone,WB_1a,1-17-10 16:30,18.033
Whalebone,WB_1a,1-17-10 17:00,17.986
Whalebone,WB_1a,1-17-10 17:30,17.962
Whalebone,WB_1a,1-17-10 18:00,17.915
Whalebone,WB_1a,1-17-10 18:30,17.867
Whalebone,WB_1a,1-17-10 19:00,17.867
Whalebone,WB_1a,1-17-10 19:30,17.867
Whalebone,WB_1a,1-17-10 20:00,17.843
Whalebone,WB_1a,1-17-10 20:30,17.819
Whalebone,WB_1a,1-17-10 21:00,17.796
Whalebone,WB_1a,1-17-10 21:30,17.819
Whalebone,WB_1a,1-17-10 22:00,17.843
Whalebone,WB_1a,1-17-10 22:30,17.819
Whalebone,WB_1a,1-17-10 23:00,17.843
Whalebone,WB_1a,1-17-10 23:30,17.891
Whalebone,WB_1a,1-18-10 0:00,17.819
Whalebone,WB_1a,1-18-10 0:30,17.819
Whalebone,WB_1a,1-18-10 1:00,17.796
Whalebone,WB_1a,1-18-10 1:30,17.772
Whalebone,WB_1a,1-18-10 2:00,17.772
Whalebone,WB_1a,1-18-10 2:30,17.748
Whalebone,WB_1a,1-18-10 3:00,17.701
Whalebone,WB_1a,1-18-10 3:30,17.677
Whalebone,WB_1a,1-18-10 4:00,17.653
Whalebone,WB_1a,1-18-10 4:30,17.653
Whalebone,WB_1a,1-18-10 5:00,17.677
Whalebone,WB_1a,1-18-10 5:30,17.701
Whalebone,WB_1a,1-18-10 6:00,17.605
Whalebone,WB_1a,1-18-10 6:30,17.605
Whalebone,WB_1a,1-18-10 7:00,17.582
Whalebone,WB_1a,1-18-10 7:30,17.605
Whalebone,WB_1a,1-18-10 8:00,17.653
Whalebone,WB_1a,1-18-10 8:30,17.653
Whalebone,WB_1a,1-18-10 9:00,17.701
Whalebone,WB_1a,1-18-10 9:30,17.772
Whalebone,WB_1a,1-18-10 10:00,17.819
Whalebone,WB_1a,1-18-10 10:30,17.843
Whalebone,WB_1a,1-18-10 11:00,17.915
Whalebone,WB_1a,1-18-10 11:30,17.962
Whalebone,WB_1a,1-18-10 12:00,17.915
Whalebone,WB_1a,1-18-10 12:30,17.891
Whalebone,WB_1a,1-18-10 13:00,17.915
Whalebone,WB_1a,1-18-10 13:30,17.915
Whalebone,WB_1a,1-18-10 14:00,17.891
Whalebone,WB_1a,1-18-10 14:30,17.843
Whalebone,WB_1a,1-18-10 15:00,17.748
Whalebone,WB_1a,1-18-10 15:30,17.772
Whalebone,WB_1a,1-18-10 16:00,17.772
Whalebone,WB_1a,1-18-10 16:30,17.772
Whalebone,WB_1a,1-18-10 17:00,17.796
Whalebone,WB_1a,1-18-10 17:30,17.772
Whalebone,WB_1a,1-18-10 18:00,17.772
Whalebone,WB_1a,1-18-10 18:30,17.748
Whalebone,WB_1a,1-18-10 19:00,17.748
Whalebone,WB_1a,1-18-10 19:30,17.724
Whalebone,WB_1a,1-18-10 20:00,17.724
Whalebone,WB_1a,1-18-10 20:30,17.772
Whalebone,WB_1a,1-18-10 21:00,17.724
Whalebone,WB_1a,1-18-10 21:30,17.724
Whalebone,WB_1a,1-18-10 22:00,17.701
Whalebone,WB_1a,1-18-10 22:30,17.653
Whalebone,WB_1a,1-18-10 23:00,17.629
Whalebone,WB_1a,1-18-10 23:30,17.605
Whalebone,WB_1a,1-19-10 0:00,17.582
Whalebone,WB_1a,1-19-10 0:30,17.558
Whalebone,WB_1a,1-19-10 1:00,17.534
Whalebone,WB_1a,1-19-10 1:30,17.51
Whalebone,WB_1a,1-19-10 2:00,17.51
Whalebone,WB_1a,1-19-10 2:30,17.486
Whalebone,WB_1a,1-19-10 3:00,17.463
Whalebone,WB_1a,1-19-10 3:30,17.463
Whalebone,WB_1a,1-19-10 4:00,17.439
Whalebone,WB_1a,1-19-10 4:30,17.439
Whalebone,WB_1a,1-19-10 5:00,17.439
Whalebone,WB_1a,1-19-10 5:30,17.415
Whalebone,WB_1a,1-19-10 6:00,17.391
Whalebone,WB_1a,1-19-10 6:30,17.391
Whalebone,WB_1a,1-19-10 7:00,17.368
Whalebone,WB_1a,1-19-10 7:30,17.344
Whalebone,WB_1a,1-19-10 8:00,17.344
Whalebone,WB_1a,1-19-10 8:30,17.32
Whalebone,WB_1a,1-19-10 9:00,17.296
Whalebone,WB_1a,1-19-10 9:30,17.296
Whalebone,WB_1a,1-19-10 10:00,17.272
Whalebone,WB_1a,1-19-10 10:30,17.296
Whalebone,WB_1a,1-19-10 11:00,17.32
Whalebone,WB_1a,1-19-10 11:30,17.344
Whalebone,WB_1a,1-19-10 12:00,17.32
Whalebone,WB_1a,1-19-10 12:30,17.391
Whalebone,WB_1a,1-19-10 13:00,17.439
Whalebone,WB_1a,1-19-10 13:30,17.463
Whalebone,WB_1a,1-19-10 14:00,17.439
Whalebone,WB_1a,1-19-10 14:30,17.486
Whalebone,WB_1a,1-19-10 15:00,17.582
Whalebone,WB_1a,1-19-10 15:30,17.724
Whalebone,WB_1a,1-19-10 16:00,17.748
Whalebone,WB_1a,1-19-10 16:30,17.772
Whalebone,WB_1a,1-19-10 17:00,17.748
Whalebone,WB_1a,1-19-10 17:30,17.748
Whalebone,WB_1a,1-19-10 18:00,17.724
Whalebone,WB_1a,1-19-10 18:30,17.724
Whalebone,WB_1a,1-19-10 19:00,17.701
Whalebone,WB_1a,1-19-10 19:30,17.701
Whalebone,WB_1a,1-19-10 20:00,17.724
Whalebone,WB_1a,1-19-10 20:30,17.748
Whalebone,WB_1a,1-19-10 21:00,17.748
Whalebone,WB_1a,1-19-10 21:30,17.772
Whalebone,WB_1a,1-19-10 22:00,17.772
Whalebone,WB_1a,1-19-10 22:30,17.772
Whalebone,WB_1a,1-19-10 23:00,17.724
Whalebone,WB_1a,1-19-10 23:30,17.724
Whalebone,WB_1a,1-20-10 0:00,17.677
Whalebone,WB_1a,1-20-10 0:30,17.677
Whalebone,WB_1a,1-20-10 1:00,17.677
Whalebone,WB_1a,1-20-10 1:30,17.701
Whalebone,WB_1a,1-20-10 2:00,17.677
Whalebone,WB_1a,1-20-10 2:30,17.677
Whalebone,WB_1a,1-20-10 3:00,17.677
Whalebone,WB_1a,1-20-10 3:30,17.677
Whalebone,WB_1a,1-20-10 4:00,17.677
Whalebone,WB_1a,1-20-10 4:30,17.677
Whalebone,WB_1a,1-20-10 5:00,17.677
Whalebone,WB_1a,1-20-10 5:30,17.677
Whalebone,WB_1a,1-20-10 6:00,17.653
Whalebone,WB_1a,1-20-10 6:30,17.653
Whalebone,WB_1a,1-20-10 7:00,17.653
Whalebone,WB_1a,1-20-10 7:30,17.653
Whalebone,WB_1a,1-20-10 8:00,17.629
Whalebone,WB_1a,1-20-10 8:30,17.653
Whalebone,WB_1a,1-20-10 9:00,17.677
Whalebone,WB_1a,1-20-10 9:30,17.677
Whalebone,WB_1a,1-20-10 10:00,17.701
Whalebone,WB_1a,1-20-10 10:30,17.748
Whalebone,WB_1a,1-20-10 11:00,17.701
Whalebone,WB_1a,1-20-10 11:30,17.748
Whalebone,WB_1a,1-20-10 12:00,17.867
Whalebone,WB_1a,1-20-10 12:30,17.867
Whalebone,WB_1a,1-20-10 13:00,17.915
Whalebone,WB_1a,1-20-10 13:30,18.057
Whalebone,WB_1a,1-20-10 14:00,18.2
Whalebone,WB_1a,1-20-10 14:30,18.105
Whalebone,WB_1a,1-20-10 15:00,18.247
Whalebone,WB_1a,1-20-10 15:30,18.247
Whalebone,WB_1a,1-20-10 16:00,18.224
Whalebone,WB_1a,1-20-10 16:30,18.129
Whalebone,WB_1a,1-20-10 17:00,18.105
Whalebone,WB_1a,1-20-10 17:30,18.105
Whalebone,WB_1a,1-20-10 18:00,18.081
Whalebone,WB_1a,1-20-10 18:30,18.081
Whalebone,WB_1a,1-20-10 19:00,18.105
Whalebone,WB_1a,1-20-10 19:30,18.105
Whalebone,WB_1a,1-20-10 20:00,18.176
Whalebone,WB_1a,1-20-10 20:30,18.176
Whalebone,WB_1a,1-20-10 21:00,18.224
Whalebone,WB_1a,1-20-10 21:30,18.224
Whalebone,WB_1a,1-20-10 22:00,18.224
Whalebone,WB_1a,1-20-10 22:30,18.2
Whalebone,WB_1a,1-20-10 23:00,18.224
Whalebone,WB_1a,1-20-10 23:30,18.224
Whalebone,WB_1a,1-21-10 0:00,18.105
Whalebone,WB_1a,1-21-10 0:30,18.057
Whalebone,WB_1a,1-21-10 1:00,18.033
Whalebone,WB_1a,1-21-10 1:30,18.057
Whalebone,WB_1a,1-21-10 2:00,18.033
Whalebone,WB_1a,1-21-10 2:30,18.057
Whalebone,WB_1a,1-21-10 3:00,18.081
Whalebone,WB_1a,1-21-10 3:30,18.129
Whalebone,WB_1a,1-21-10 4:00,18.2
Whalebone,WB_1a,1-21-10 4:30,18.2
Whalebone,WB_1a,1-21-10 5:00,18.2
Whalebone,WB_1a,1-21-10 5:30,18.176
Whalebone,WB_1a,1-21-10 6:00,18.152
Whalebone,WB_1a,1-21-10 6:30,18.129
Whalebone,WB_1a,1-21-10 7:00,18.081
Whalebone,WB_1a,1-21-10 7:30,18.057
Whalebone,WB_1a,1-21-10 8:00,18.081
Whalebone,WB_1a,1-21-10 8:30,18.176
Whalebone,WB_1a,1-21-10 9:00,18.224
Whalebone,WB_1a,1-21-10 9:30,18.271
Whalebone,WB_1a,1-21-10 10:00,18.39
Whalebone,WB_1a,1-21-10 10:30,18.414
Whalebone,WB_1a,1-21-10 11:00,18.509
Whalebone,WB_1a,1-21-10 11:30,18.557
Whalebone,WB_1a,1-21-10 12:00,18.604
Whalebone,WB_1a,1-21-10 12:30,18.652
Whalebone,WB_1a,1-21-10 13:00,18.675
Whalebone,WB_1a,1-21-10 13:30,18.58
Whalebone,WB_1a,1-21-10 14:00,18.557
Whalebone,WB_1a,1-21-10 14:30,18.509
Whalebone,WB_1a,1-21-10 15:00,18.509
Whalebone,WB_1a,1-21-10 15:30,18.485
Whalebone,WB_1a,1-21-10 16:00,18.461
Whalebone,WB_1a,1-21-10 16:30,18.461
Whalebone,WB_1a,1-21-10 17:00,18.461
Whalebone,WB_1a,1-21-10 17:30,18.461
Whalebone,WB_1a,1-21-10 18:00,18.461
Whalebone,WB_1a,1-21-10 18:30,18.438
Whalebone,WB_1a,1-21-10 19:00,18.438
Whalebone,WB_1a,1-21-10 19:30,18.414
Whalebone,WB_1a,1-21-10 20:00,18.414
Whalebone,WB_1a,1-21-10 20:30,18.438
Whalebone,WB_1a,1-21-10 21:00,18.438
Whalebone,WB_1a,1-21-10 21:30,18.461
Whalebone,WB_1a,1-21-10 22:00,18.461
Whalebone,WB_1a,1-21-10 22:30,18.461
Whalebone,WB_1a,1-21-10 23:00,18.438
Whalebone,WB_1a,1-21-10 23:30,18.414
Whalebone,WB_1a,1-22-10 0:00,18.39
Whalebone,WB_1a,1-22-10 0:30,18.39
Whalebone,WB_1a,1-22-10 1:00,18.39
Whalebone,WB_1a,1-22-10 1:30,18.39
Whalebone,WB_1a,1-22-10 2:00,18.39
Whalebone,WB_1a,1-22-10 2:30,18.39
Whalebone,WB_1a,1-22-10 3:00,18.366
Whalebone,WB_1a,1-22-10 3:30,18.366
Whalebone,WB_1a,1-22-10 4:00,18.366
Whalebone,WB_1a,1-22-10 4:30,18.366
Whalebone,WB_1a,1-22-10 5:00,18.366
Whalebone,WB_1a,1-22-10 5:30,18.366
Whalebone,WB_1a,1-22-10 6:00,18.366
Whalebone,WB_1a,1-22-10 6:30,18.366
Whalebone,WB_1a,1-22-10 7:00,18.366
Whalebone,WB_1a,1-22-10 7:30,18.366
Whalebone,WB_1a,1-22-10 8:00,18.366
Whalebone,WB_1a,1-22-10 8:30,18.366
Whalebone,WB_1a,1-22-10 9:00,18.39
Whalebone,WB_1a,1-22-10 9:30,18.39
Whalebone,WB_1a,1-22-10 10:00,18.414
Whalebone,WB_1a,1-22-10 10:30,18.461
Whalebone,WB_1a,1-22-10 11:00,18.461
Whalebone,WB_1a,1-22-10 11:30,18.438
Whalebone,WB_1a,1-22-10 12:00,18.461
Whalebone,WB_1a,1-22-10 12:30,18.509
Whalebone,WB_1a,1-22-10 13:00,18.438
Whalebone,WB_1a,1-22-10 13:30,18.438
Whalebone,WB_1a,1-22-10 14:00,18.366
Whalebone,WB_1a,1-22-10 14:30,18.366
Whalebone,WB_1a,1-22-10 15:00,18.366
Whalebone,WB_1a,1-22-10 15:30,18.366
Whalebone,WB_1a,1-22-10 16:00,18.366
Whalebone,WB_1a,1-22-10 16:30,18.366
Whalebone,WB_1a,1-22-10 17:00,18.366
Whalebone,WB_1a,1-22-10 17:30,18.366
Whalebone,WB_1a,1-22-10 18:00,18.366
Whalebone,WB_1a,1-22-10 18:30,18.39
Whalebone,WB_1a,1-22-10 19:00,18.39
Whalebone,WB_1a,1-22-10 19:30,18.39
Whalebone,WB_1a,1-22-10 20:00,18.39
Whalebone,WB_1a,1-22-10 20:30,18.39
Whalebone,WB_1a,1-22-10 21:00,18.39
Whalebone,WB_1a,1-22-10 21:30,18.366
Whalebone,WB_1a,1-22-10 22:00,18.39
Whalebone,WB_1a,1-22-10 22:30,18.366
Whalebone,WB_1a,1-22-10 23:00,18.343
Whalebone,WB_1a,1-22-10 23:30,18.343
Whalebone,WB_1a,1-23-10 0:00,18.319
Whalebone,WB_1a,1-23-10 0:30,18.247
Whalebone,WB_1a,1-23-10 1:00,18.176
Whalebone,WB_1a,1-23-10 1:30,18.105
Whalebone,WB_1a,1-23-10 2:00,18.105
Whalebone,WB_1a,1-23-10 2:30,18.129
Whalebone,WB_1a,1-23-10 3:00,18.129
Whalebone,WB_1a,1-23-10 3:30,18.057
Whalebone,WB_1a,1-23-10 4:00,17.986
Whalebone,WB_1a,1-23-10 4:30,17.962
Whalebone,WB_1a,1-23-10 5:00,17.915
Whalebone,WB_1a,1-23-10 5:30,17.915
Whalebone,WB_1a,1-23-10 6:00,17.891
Whalebone,WB_1a,1-23-10 6:30,17.867
Whalebone,WB_1a,1-23-10 7:00,17.891
Whalebone,WB_1a,1-23-10 7:30,17.915
Whalebone,WB_1a,1-23-10 8:00,17.724
Whalebone,WB_1a,1-23-10 8:30,17.605
